label,x,y,z,intensity
sweet,-4.941845248928626,-6.566452682522036,-4.787123111388419,0.7843660116195679
sweet,3.522467716592649,3.7581205524252557,-8.017442612871132,0.8375598192214966
sweet,2.5100739542500095,3.4966416067584323,-7.073522138675466,0.5727168917655945
sweet,12.99373520942697,-0.3911129257291533,-8.064481602906547,0.7524242997169495
sweet,-2.260267615175425,8.9221802626518,-1.2436475864595293,0.8444309830665588
sweet,6.764291168856224,-1.5575096106595727,-4.76313706949877,0.7411647439002991
sweet,-1.7048396294800734,8.125341584235642,-12.812184853016841,0.9373856782913208
sweet,-9.036734488157698,4.173669817767601,-9.458780216927279,0.9709745049476624
sweet,-6.892528770010052,8.107902062722948,6.570617330573221,0.5219082832336426
sweet,-5.436241804246523,-1.1219526591131368,1.4765722819642273,0.6715472936630249
sweet,-4.954867366978642,1.9931750250600493,3.9959964880160608,0.5930579900741577
sweet,-6.2365753404400825,1.4206742601971065,9.044526948137188,0.5693328976631165
sweet,-4.120080093460622,1.741292993309,8.77086513377168,0.5289798974990845
sweet,-4.0533898910366295,0.2519752021021997,6.03913328774952,0.8264437317848206
sweet,-9.1112607074037,-1.3715751648457366,-4.911422944634998,0.8395801782608032
sweet,-4.131895984824887,-1.2134725035381513,4.2188898791178735,0.8518844842910767
sweet,-7.607234490314906,-4.57786991087103,4.079296258204829,0.5232324004173279
sweet,-8.349134092707104,-1.7650053811543631,6.426367760240919,0.6088879704475403
sweet,-7.5658742389072415,0.16418917305188702,7.798149353811234,0.6101605892181396
sweet,-4.472050716887722,-11.591319787047905,1.9712523376131135,0.7433860898017883
sweet,-12.005310974067614,-0.25792522090439574,-4.846694398890057,0.8712838888168335
sweet,-13.101482796486476,7.481115580611197,-3.14643798498459,0.9079154133796692
sweet,-10.8550906257925,9.980245759657635,-3.624709063165795,0.9196810126304626
sweet,-1.4699593006836067,10.133137155980654,-0.00939668766263194,0.8798136711120605
sweet,-5.849864372426112,7.304551446943499,-0.9706371619772077,0.615074098110199
sweet,0.7086520362456648,7.720181733098834,6.855378545425048,0.7732280492782593
sweet,1.3773102826985324,9.376632639083763,3.076554890807768,0.5952224731445312
sweet,1.3773102826985324,9.376632639083763,3.076554890807768,0.5952224731445312
sweet,-6.465816684369763,3.7122594329523686,-4.374640910356777,0.8046019673347473
sweet,-4.185433079143173,11.368346340456286,-5.355995821429714,0.9472445249557496
sweet,-6.09998479099539,5.292031183224336,-11.094658283328492,0.9621106386184692
sweet,-9.273279673318685,2.523973500850233,-10.119113478246444,0.9644525647163392
sweet,-6.243173824196673,7.813129935864831,-7.905645001426679,0.9516242742538452
sweet,1.9134934357032343,3.5403313343090157,-11.557944621561585,0.795605480670929
sweet,-7.810374860932519,0.24336035368157846,-7.776875521217141,0.9510051608085632
sweet,-2.356282073331936,7.546712642260911,-6.173048069602801,0.8880091905593872
