1.680961358088546923e-02,-1.186726645292237731e-01,-6.481044494514155707e-02,2.573509589256947616e-01,4.535256611882389211e-02,-1.024324256617097778e-01,-2.275087757243567932e-01,-6.366773968309551446e-01,-1.373485121572413925e-01,-8.404447665494026165e-02
-8.952640102452762844e-03,-5.191054238168429924e-01,-2.231157191225374981e-01,1.088538598832437115e-01,-6.214977867398694539e-02,-2.893803557763995893e-01,5.761651451003456381e-02,-3.513918206347556583e-01,-2.119744149046423054e-01,8.235624124645844757e-02
-6.077032872153958348e-02,-4.305617688876708371e-01,7.434004354977828688e-02,-3.869398584276126374e-02,7.772004478565248953e-02,2.231465532372261251e-01,-3.584858782222895557e-01,-2.150134836761071200e-01,-7.109484888566722227e-02,-1.882246424230380258e-02
-2.777138694455097978e-01,-4.477998110888026240e-01,6.848351986089515342e-02,2.165840490345662117e-01,-2.473869745217526506e-01,-3.799419603020316449e-01,-2.938025293326655407e-01,-2.458129765379181708e-01,9.557625917051013054e-02,1.682574182636087379e-01
4.045727842209487779e-01,-2.375440740584113253e-01,6.207764176775926873e-02,4.783915178459947036e-03,1.135980749819004848e-01,-1.554743927628385036e-01,-4.024699491986771238e-01,-2.637103739973864491e-02,-8.884565030349624026e-02,1.757136096395085501e-01
-8.372360732730078914e-02,4.153792470697164063e-01,-1.895359667563190353e-01,-3.933882553701472662e-01,-3.982799578991183531e-01,1.072825332183568320e-01,-9.306879620959720989e-02,-2.048580078443832386e-01,-3.987308705081966942e-02,-7.158098893122991080e-02
-2.461871712691799940e-01,3.272598735846624640e-01,-4.180741772653758792e-01,-1.469548210503221208e-01,-3.434391393089222255e-01,3.313337488798316355e-01,-6.214894210414694253e-01,3.175003835760869531e-01,-3.061876149251942514e-01,1.117000286619952536e-02
7.395067743528225268e-01,5.131849967694589870e-02,9.605206508276516175e-03,-7.188834275014981123e-02,-1.358202188721194525e-01,1.636127408076568368e-01,1.392589588707701664e-01,-4.874013598885519882e-01,-1.995751787271993205e-01,3.308119368821822448e-01
-6.339219658226222243e-02,-7.133173324580087682e-01,-2.523517816742270811e-02,2.921799682927387828e-02,-3.006321954387401463e-01,-4.805682265951426446e-01,-5.813816687951171847e-02,-1.228354663438957634e-01,2.894869872094099628e-02,4.158206084691529192e-01
3.362102490695670354e-01,-3.395724534469436451e-01,7.981766191707538594e-02,4.968231189586651969e-02,1.191484368522500170e-01,-1.583253457902393524e-01,-4.179772815330144442e-01,-7.887281907764219155e-03,-9.787731523691396707e-02,2.084558729308931269e-01
4.364861302892612815e-02,-4.364296968436316981e-01,-1.189417058065728450e-01,-6.215158381996829795e-02,-1.156202842505051481e-01,-2.499207714879597142e-01,9.319980605303707089e-02,-4.576537771202228433e-02,-2.244977671147992127e-01,-7.533997423161600815e-02
2.533535573359400883e-02,-2.148977896935676535e-01,-7.366529898325611947e-02,-6.825568947897910077e-02,-5.222911004739187041e-02,1.234374370362852774e-02,-4.915134716638536183e-01,4.138351429102232054e-02,1.019838417170952360e-01,-1.355440728247727655e-01
-3.342619467018572155e-01,1.474982158291534284e-01,2.329069274533525635e-01,-8.320661876482336738e-02,-2.209516743752709775e-04,1.069416996642162249e-01,-4.616507095027934104e-01,3.181825440624827528e-02,-6.632110155910904414e-02,-1.076703545785655108e-01
-2.549130435545988727e-01,-2.227079960009463455e-01,3.827159993990088705e-03,-3.346666956566541895e-01,-2.656868759170077574e-02,6.613278213504040215e-01,-4.002258108887156718e-01,-4.855031783205880358e-01,-9.385073515774845776e-02,1.230176063548587689e-01
-2.703845999088353991e-01,4.919402206036451730e-01,-6.881172225331627645e-01,2.923638304576980235e-02,-5.406809781660585346e-01,2.980261885517268006e-01,-3.521247974285612314e-01,-2.705426065081552589e-01,-5.040398006759931882e-01,5.141234025952876596e-01
-3.351701366547614747e-01,5.932576722215610054e-01,2.449850732470919279e-01,1.024053896810815656e-01,-2.034242293210384855e-01,-1.388743851764717707e-01,-3.512779000948048069e-01,2.888103095739317228e-01,-3.892756089355535742e-01,-3.673033354398315131e-01
